yinz_id,timestamp,question,choice_text
25eb48f7-8a78-4293-b341-8d45a7aebbf1,5/20/24 11:49,How did you hear about the game?,Social
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:37,Rate the in-game entertainment 1-5: Host,5
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:37,Rate the in-game entertainment 1-5: Timeouts,3
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:37,Rate the in-game entertainment 1-5: Giveaway,4
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:37,Rate the in-game entertainment 1-5: Halftime,4
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:37,Rate the in-game entertainment 1-5: Music/DJ,5
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:36,How did you get your tickets for the game?,Other
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:36,How did you get your tickets for the game?,Ticketmaster
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:36,How did you get your tickets for the game?,Other
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:36,Are you a season ticket holder?,Yes
fd2e8e2b-82a7-4b7d-b489-681de59bafde,5/20/24 0:36,Rate your overall experience,5
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:55,Are you a season ticket holder?,No
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:55,Rate the in-game entertainment 1-5: Host,3
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:55,Rate the in-game entertainment 1-5: Timeouts,2
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:54,Rate the in-game entertainment 1-5: Giveaway,3
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:54,Rate the in-game entertainment 1-5: Halftime,1
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:54,Rate the in-game entertainment 1-5: Music/DJ,1
bfb61877-1504-4e80-a6b4-53e05a5fd21b,5/19/24 19:54,How long did you wait in the security line?,0-10 Minutes
